project,id,bfs,exp,priority,cost
camel,CAMEL-5412,9,944.0,3.0,25488.0
camel,CAMEL-5401,20,944.0,3.0,56640.0
camel,CAMEL-5401,145,944.0,3.0,410640.0
camel,CAMEL-5381,5,944.0,3.0,14160.0
camel,CAMEL-5391,3,944.0,3.0,8496.0
camel,CAMEL-5360,7,111.0,3.0,2331.0
camel,CAMEL-5360,2,944.0,3.0,5664.0
camel,CAMEL-5360,3,944.0,3.0,8496.0
camel,CAMEL-5367,19,944.0,3.0,53808.0
camel,CAMEL-5331,2,111.0,3.0,666.0
camel,CAMEL-5223,2,944.0,3.0,5664.0
camel,CAMEL-5274,2,944.0,3.0,5664.0
camel,CAMEL-5342,6,440.0,3.0,7920.0
camel,CAMEL-5151,20,944.0,3.0,56640.0
camel,CAMEL-5225,80,944.0,3.0,226560.0
camel,CAMEL-5225,18,944.0,3.0,50976.0
camel,CAMEL-5225,131,944.0,3.0,370992.0
camel,CAMEL-5363,20,944.0,3.0,56640.0
camel,CAMEL-5234,2,13.0,3.0,78.0
camel,CAMEL-5122,27,944.0,3.0,76464.0
camel,CAMEL-5346,2,440.0,3.0,2640.0
camel,CAMEL-5257,3,440.0,3.0,3960.0
camel,CAMEL-5284,14,111.0,3.0,4662.0
camel,CAMEL-5317,5,944.0,3.0,14160.0
camel,CAMEL-5315,1,13.0,3.0,39.0
camel,CAMEL-5303,13,944.0,3.0,36816.0
camel,CAMEL-5300,55,944.0,3.0,155760.0
camel,CAMEL-5268,7,29.0,3.0,609.0
camel,CAMEL-5261,6,944.0,3.0,16992.0
camel,CAMEL-5265,7,944.0,3.0,19824.0
camel,CAMEL-5248,7,944.0,3.0,19824.0
camel,CAMEL-5235,48,944.0,3.0,135936.0
camel,CAMEL-5193,58,944.0,3.0,164256.0
camel,CAMEL-5193,9,944.0,3.0,25488.0
camel,CAMEL-5212,3,944.0,3.0,8496.0
camel,CAMEL-5224,5,944.0,3.0,14160.0
camel,CAMEL-5210,4,944.0,3.0,11328.0
camel,CAMEL-5222,5,944.0,3.0,14160.0
camel,CAMEL-5199,3,944.0,3.0,8496.0
camel,CAMEL-5201,8,944.0,3.0,22656.0
camel,CAMEL-5196,2,944.0,3.0,5664.0
camel,CAMEL-5158,1,440.0,3.0,1320.0
camel,CAMEL-5158,4,440.0,3.0,5280.0
camel,CAMEL-4960,32,944.0,3.0,90624.0
camel,CAMEL-5129,2,944.0,3.0,5664.0
camel,CAMEL-5035,38,944.0,3.0,107616.0
camel,CAMEL-6313,47,944.0,2.0,88736.0
camel,CAMEL-6341,40,944.0,2.0,75520.0
camel,CAMEL-6341,12,0.0,2.0,0.0
camel,CAMEL-5883,22,0.0,2.0,0.0
camel,CAMEL-5883,4,944.0,2.0,7552.0
camel,CAMEL-6069,2,944.0,2.0,3776.0
camel,CAMEL-5542,2,944.0,2.0,3776.0
camel,CAMEL-5542,15,944.0,2.0,28320.0
camel,CAMEL-6740,6,944.0,2.0,11328.0
camel,CAMEL-6004,8,944.0,2.0,15104.0
camel,CAMEL-6004,74,0.0,2.0,0.0
camel,CAMEL-7045,2,1092.0,2.0,4368.0
camel,CAMEL-7028,4,27.0,2.0,216.0
camel,CAMEL-7037,4,27.0,2.0,216.0
camel,CAMEL-7016,10,1092.0,2.0,21840.0
camel,CAMEL-7011,2,32.0,2.0,128.0
camel,CAMEL-7005,11,1092.0,2.0,24024.0
camel,CAMEL-6994,5,1092.0,2.0,10920.0
camel,CAMEL-6996,4,1092.0,2.0,8736.0
camel,CAMEL-6987,4,1092.0,2.0,8736.0
camel,CAMEL-6878,7,116.0,2.0,1624.0
camel,CAMEL-5543,5,944.0,2.0,9440.0
camel,CAMEL-6967,10,1092.0,2.0,21840.0
camel,CAMEL-6107,4,1092.0,2.0,8736.0
camel,CAMEL-6948,22,27.0,2.0,1188.0
camel,CAMEL-6948,2,27.0,2.0,108.0
camel,CAMEL-6948,6,27.0,2.0,324.0
camel,CAMEL-6941,8,1092.0,2.0,17472.0
camel,CAMEL-6932,10,0.0,2.0,0.0
camel,CAMEL-6926,7,0.0,2.0,0.0
camel,CAMEL-6915,2,1092.0,2.0,4368.0
camel,CAMEL-6758,4,0.0,2.0,0.0
camel,CAMEL-6910,11,1092.0,2.0,24024.0
camel,CAMEL-6881,9,32.0,2.0,576.0
camel,CAMEL-6871,5,1171.0,2.0,11710.0
camel,CAMEL-6871,46,1171.0,2.0,107732.0
camel,CAMEL-6872,30,1171.0,2.0,70260.0
camel,CAMEL-6872,18,1171.0,2.0,42156.0
camel,CAMEL-6851,3,1092.0,2.0,6552.0
camel,CAMEL-6825,10,1092.0,2.0,21840.0
camel,CAMEL-6810,21,1092.0,2.0,45864.0
camel,CAMEL-6817,14,1171.0,2.0,32788.0
camel,CAMEL-6804,17,1171.0,2.0,39814.0
camel,CAMEL-6797,30,30.0,2.0,1800.0
camel,CAMEL-6797,2,30.0,2.0,120.0
camel,CAMEL-6797,110,30.0,2.0,6600.0
camel,CAMEL-6757,2,0.0,2.0,0.0
camel,CAMEL-6750,10,1092.0,2.0,21840.0
camel,CAMEL-6413,95,1092.0,2.0,207480.0
camel,CAMEL-6752,120,0.0,2.0,0.0
camel,CAMEL-6752,41,0.0,2.0,0.0
camel,CAMEL-6726,1,0.0,2.0,0.0
camel,CAMEL-5376,10,1092.0,2.0,21840.0
camel,CAMEL-6695,16,944.0,2.0,30208.0
camel,CAMEL-6672,5,32.0,2.0,320.0
camel,CAMEL-6187,8,1092.0,2.0,17472.0
camel,CAMEL-6652,53,1171.0,2.0,124126.0
camel,CAMEL-6593,9,1092.0,2.0,19656.0
camel,CAMEL-6586,20,944.0,2.0,37760.0
camel,CAMEL-6641,11,0.0,2.0,0.0
camel,CAMEL-6614,4,944.0,2.0,7552.0
camel,CAMEL-6614,12,944.0,2.0,22656.0
camel,CAMEL-6436,5,1092.0,2.0,10920.0
camel,CAMEL-6571,2,944.0,2.0,3776.0
camel,CAMEL-6441,10,944.0,2.0,18880.0
camel,CAMEL-6541,2,944.0,2.0,3776.0
camel,CAMEL-6544,3,0.0,2.0,0.0
camel,CAMEL-6549,2,1171.0,2.0,4684.0
camel,CAMEL-6548,2,1092.0,2.0,4368.0
camel,CAMEL-6540,5,1171.0,2.0,11710.0
camel,CAMEL-6538,17,944.0,2.0,32096.0
camel,CAMEL-6514,7,944.0,2.0,13216.0
camel,CAMEL-6537,6,944.0,2.0,11328.0
camel,CAMEL-6414,35,1092.0,2.0,76440.0
camel,CAMEL-6414,13,0.0,2.0,0.0
camel,CAMEL-6416,6,0.0,2.0,0.0
camel,CAMEL-6504,4,0.0,2.0,0.0
camel,CAMEL-6501,14,4.0,2.0,112.0
camel,CAMEL-6252,5,0.0,2.0,0.0
camel,CAMEL-6478,4,944.0,2.0,7552.0
camel,CAMEL-6455,14,1171.0,2.0,32788.0
camel,CAMEL-6455,27,1171.0,2.0,63234.0
camel,CAMEL-6326,44,944.0,2.0,83072.0
camel,CAMEL-6395,14,944.0,2.0,26432.0
camel,CAMEL-6078,20,944.0,2.0,37760.0
camel,CAMEL-6191,13,944.0,2.0,24544.0
camel,CAMEL-6191,20,944.0,2.0,37760.0
camel,CAMEL-6333,13,1092.0,2.0,28392.0
camel,CAMEL-6352,29,944.0,2.0,54752.0
camel,CAMEL-6352,6,944.0,2.0,11328.0
camel,CAMEL-6349,12,944.0,2.0,22656.0
camel,CAMEL-6349,2,944.0,2.0,3776.0
camel,CAMEL-6284,3,13.0,2.0,78.0
camel,CAMEL-5355,45,944.0,2.0,84960.0
camel,CAMEL-5880,17,13.0,2.0,442.0
camel,CAMEL-5880,17,13.0,2.0,442.0
camel,CAMEL-5880,3,13.0,2.0,78.0
camel,CAMEL-6322,5,440.0,2.0,4400.0
camel,CAMEL-6312,12,1092.0,2.0,26208.0
camel,CAMEL-6307,2,1092.0,2.0,4368.0
camel,CAMEL-6171,7,555.0,2.0,7770.0
camel,CAMEL-6179,5,944.0,2.0,9440.0
camel,CAMEL-6179,3,440.0,2.0,2640.0
camel,CAMEL-6204,7,440.0,2.0,6160.0
camel,CAMEL-6168,20,1092.0,2.0,43680.0
camel,CAMEL-6175,22,944.0,2.0,41536.0
camel,CAMEL-6172,23,944.0,2.0,43424.0
camel,CAMEL-6079,6,944.0,2.0,11328.0
camel,CAMEL-6081,9,944.0,2.0,16992.0
camel,CAMEL-6059,3,944.0,2.0,5664.0
camel,CAMEL-6048,1,944.0,2.0,1888.0
camel,CAMEL-6038,7,944.0,2.0,13216.0
camel,CAMEL-6035,5,944.0,2.0,9440.0
camel,CAMEL-6033,62,38.0,2.0,4712.0
camel,CAMEL-5459,11,944.0,2.0,20768.0
camel,CAMEL-5774,4,944.0,2.0,7552.0
camel,CAMEL-6025,1,944.0,2.0,1888.0
camel,CAMEL-5358,19,944.0,2.0,35872.0
camel,CAMEL-5987,51,944.0,2.0,96288.0
camel,CAMEL-5973,5,944.0,2.0,9440.0
camel,CAMEL-5948,13,13.0,2.0,338.0
camel,CAMEL-5948,12,13.0,2.0,312.0
camel,CAMEL-5948,47,13.0,2.0,1222.0
camel,CAMEL-5948,109,13.0,2.0,2834.0
camel,CAMEL-5949,63,944.0,2.0,118944.0
camel,CAMEL-5835,8,944.0,2.0,15104.0
camel,CAMEL-5907,20,440.0,2.0,17600.0
camel,CAMEL-5917,4,944.0,2.0,7552.0
camel,CAMEL-5888,2,944.0,2.0,3776.0
camel,CAMEL-5848,25,944.0,2.0,47200.0
camel,CAMEL-5816,6,944.0,2.0,11328.0
camel,CAMEL-5816,128,3.0,2.0,768.0
camel,CAMEL-5699,20,944.0,2.0,37760.0
camel,CAMEL-5794,2,440.0,2.0,1760.0
camel,CAMEL-5747,9,440.0,2.0,7920.0
camel,CAMEL-5746,12,440.0,2.0,10560.0
camel,CAMEL-5746,2,944.0,2.0,3776.0
camel,CAMEL-4171,2,944.0,2.0,3776.0
camel,CAMEL-5720,3,944.0,2.0,5664.0
camel,CAMEL-5707,2,944.0,2.0,3776.0
camel,CAMEL-5694,4,944.0,2.0,7552.0
camel,CAMEL-5693,2,944.0,2.0,3776.0
camel,CAMEL-5668,1,440.0,2.0,880.0
camel,CAMEL-5670,2,944.0,2.0,3776.0
camel,CAMEL-5682,2,944.0,2.0,3776.0
camel,CAMEL-5686,8,13.0,2.0,208.0
camel,CAMEL-5592,15,944.0,2.0,28320.0
camel,CAMEL-5663,13,944.0,2.0,24544.0
camel,CAMEL-5657,3,944.0,2.0,5664.0
camel,CAMEL-5657,4,944.0,2.0,7552.0
camel,CAMEL-5536,10,440.0,2.0,8800.0
camel,CAMEL-5620,5,440.0,2.0,4400.0
camel,CAMEL-5644,7,944.0,2.0,13216.0
camel,CAMEL-5626,12,13.0,2.0,312.0
camel,CAMEL-5615,13,944.0,2.0,24544.0
camel,CAMEL-5580,4,944.0,2.0,7552.0
camel,CAMEL-5562,6,944.0,2.0,11328.0
camel,CAMEL-5570,2,944.0,2.0,3776.0
camel,CAMEL-5564,3,944.0,2.0,5664.0
camel,CAMEL-5525,17,944.0,2.0,32096.0
camel,CAMEL-5526,40,944.0,2.0,75520.0
camel,CAMEL-5540,2,944.0,2.0,3776.0
camel,CAMEL-5505,4,111.0,2.0,888.0
camel,CAMEL-5527,2,944.0,2.0,3776.0
camel,CAMEL-5527,3,944.0,2.0,5664.0
camel,CAMEL-5509,3,440.0,2.0,2640.0
camel,CAMEL-5509,3,440.0,2.0,2640.0
camel,CAMEL-5501,73,944.0,2.0,137824.0
camel,CAMEL-5501,20,944.0,2.0,37760.0
camel,CAMEL-5495,3,440.0,2.0,2640.0
camel,CAMEL-5500,3,944.0,2.0,5664.0
camel,CAMEL-5485,4,13.0,2.0,104.0
camel,CAMEL-5485,13,13.0,2.0,338.0
camel,CAMEL-5437,12,944.0,2.0,22656.0
camel,CAMEL-5429,51,944.0,2.0,96288.0
camel,CAMEL-5419,2,944.0,2.0,3776.0
camel,CAMEL-5406,26,944.0,2.0,49088.0
camel,CAMEL-5372,7,944.0,2.0,13216.0
camel,CAMEL-5348,4,440.0,2.0,3520.0
camel,CAMEL-5333,6,944.0,2.0,11328.0
camel,CAMEL-5263,2,440.0,2.0,1760.0
camel,CAMEL-5229,6,944.0,2.0,11328.0
camel,CAMEL-5215,2,944.0,2.0,3776.0
camel,CAMEL-5200,23,944.0,2.0,43424.0
camel,CAMEL-5195,5,944.0,2.0,9440.0
camel,CAMEL-5187,22,944.0,2.0,41536.0
camel,CAMEL-5157,3,944.0,2.0,5664.0
camel,CAMEL-5163,2,944.0,2.0,3776.0
camel,CAMEL-5162,18,944.0,2.0,33984.0
camel,CAMEL-5154,14,944.0,2.0,26432.0
camel,CAMEL-4556,27,944.0,2.0,50976.0
camel,CAMEL-5137,13,944.0,2.0,24544.0
camel,CAMEL-5140,41,944.0,2.0,77408.0
camel,CAMEL-6595,2,0.0,1.0,0.0
camel,CAMEL-6298,7,944.0,1.0,6608.0
camel,CAMEL-5928,1,1092.0,1.0,1092.0
camel,CAMEL-5735,2,440.0,1.0,880.0
cassandra,CASSANDRA-5391,1,21.0,5.0,105.0
cassandra,CASSANDRA-5418,3,21.0,5.0,315.0
cassandra,CASSANDRA-5424,1,21.0,5.0,105.0
cassandra,CASSANDRA-5350,1,0.0,3.0,0.0
cassandra,CASSANDRA-5364,1,94.0,3.0,282.0
cassandra,CASSANDRA-5378,686,205.0,3.0,421890.0
cassandra,CASSANDRA-5378,691,205.0,3.0,424965.0
cassandra,CASSANDRA-5456,8,149.0,3.0,3576.0
cassandra,CASSANDRA-5445,2,910.0,3.0,5460.0
cassandra,CASSANDRA-5393,54,0.0,3.0,0.0
cassandra,CASSANDRA-5407,2,910.0,3.0,5460.0
cassandra,CASSANDRA-5385,2,0.0,3.0,0.0
cassandra,CASSANDRA-5385,2,0.0,3.0,0.0
cassandra,CASSANDRA-5385,1,0.0,3.0,0.0
cassandra,CASSANDRA-5471,4,15.0,1.0,60.0
cassandra,CASSANDRA-5471,41,15.0,1.0,615.0
cassandra,CASSANDRA-5464,1,0.0,1.0,0.0
cassandra,CASSANDRA-5362,2,147.0,1.0,294.0
cassandra,CASSANDRA-5368,6,205.0,1.0,1230.0
cassandra,CASSANDRA-5395,6,910.0,1.0,5460.0
cassandra,CASSANDRA-5395,12,910.0,1.0,10920.0
cassandra,CASSANDRA-5397,2,910.0,1.0,1820.0
cassandra,CASSANDRA-5363,3,205.0,1.0,615.0
cassandra,CASSANDRA-5512,1,21.0,1.0,21.0
cassandra,CASSANDRA-5497,3,816.0,1.0,2448.0
cassandra,CASSANDRA-5504,4,910.0,1.0,3640.0
cassandra,CASSANDRA-5523,3,21.0,1.0,63.0
cassandra,CASSANDRA-5523,1,21.0,1.0,21.0
cassandra,CASSANDRA-5425,4,205.0,1.0,820.0
cassandra,CASSANDRA-5447,5,910.0,1.0,4550.0
cassandra,CASSANDRA-4566,1,15.0,5.0,75.0
cassandra,CASSANDRA-4115,2,149.0,5.0,1490.0
cassandra,CASSANDRA-5102,1,205.0,5.0,1025.0
cassandra,CASSANDRA-4782,1,816.0,5.0,4080.0
cassandra,CASSANDRA-4601,2,816.0,5.0,8160.0
cassandra,CASSANDRA-5256,2,910.0,5.0,9100.0
cassandra,CASSANDRA-4205,15,709.0,5.0,53175.0
cassandra,CASSANDRA-5244,1,205.0,5.0,1025.0
cassandra,CASSANDRA-5009,23,149.0,5.0,17135.0
cassandra,CASSANDRA-4561,6,61.0,3.0,1098.0
cassandra,CASSANDRA-4561,4,61.0,3.0,732.0
cassandra,CASSANDRA-4561,1,61.0,3.0,183.0
cassandra,CASSANDRA-4576,1,94.0,3.0,282.0
cassandra,CASSANDRA-4555,4,910.0,3.0,10920.0
cassandra,CASSANDRA-4674,6,205.0,3.0,3690.0
cassandra,CASSANDRA-4612,1,61.0,3.0,183.0
cassandra,CASSANDRA-4621,8,910.0,3.0,21840.0
cassandra,CASSANDRA-4627,1,205.0,3.0,615.0
cassandra,CASSANDRA-4572,55,0.0,3.0,0.0
cassandra,CASSANDRA-4597,1,61.0,3.0,183.0
cassandra,CASSANDRA-4708,1,709.0,3.0,2127.0
cassandra,CASSANDRA-4689,1,61.0,3.0,183.0
cassandra,CASSANDRA-4602,1,709.0,3.0,2127.0
cassandra,CASSANDRA-4765,2,816.0,3.0,4896.0
cassandra,CASSANDRA-4772,2,816.0,3.0,4896.0
cassandra,CASSANDRA-4789,1,149.0,3.0,447.0
cassandra,CASSANDRA-4860,2,21.0,3.0,126.0
cassandra,CASSANDRA-4860,2,21.0,3.0,126.0
cassandra,CASSANDRA-4833,1,0.0,3.0,0.0
cassandra,CASSANDRA-4799,4,0.0,3.0,0.0
cassandra,CASSANDRA-4880,50,61.0,3.0,9150.0
cassandra,CASSANDRA-4880,1,61.0,3.0,183.0
cassandra,CASSANDRA-4893,1,21.0,3.0,63.0
cassandra,CASSANDRA-4934,3,910.0,3.0,8190.0
cassandra,CASSANDRA-4913,1,12.0,3.0,36.0
cassandra,CASSANDRA-4919,2,816.0,3.0,4896.0
cassandra,CASSANDRA-4976,2,0.0,3.0,0.0
cassandra,CASSANDRA-4975,4,205.0,3.0,2460.0
cassandra,CASSANDRA-5061,1,816.0,3.0,2448.0
cassandra,CASSANDRA-5032,4,205.0,3.0,2460.0
cassandra,CASSANDRA-5106,7,816.0,3.0,17136.0
cassandra,CASSANDRA-5097,1,12.0,3.0,36.0
cassandra,CASSANDRA-5088,1,816.0,3.0,2448.0
cassandra,CASSANDRA-5099,1,0.0,3.0,0.0
cassandra,CASSANDRA-5107,12,205.0,3.0,7380.0
cassandra,CASSANDRA-4820,1,61.0,3.0,183.0
cassandra,CASSANDRA-5136,1,910.0,3.0,2730.0
cassandra,CASSANDRA-5127,1,205.0,3.0,615.0
cassandra,CASSANDRA-5130,1,21.0,3.0,63.0
cassandra,CASSANDRA-5211,2,205.0,3.0,1230.0
cassandra,CASSANDRA-5197,3,205.0,3.0,1845.0
cassandra,CASSANDRA-5329,1,21.0,3.0,63.0
cassandra,CASSANDRA-4116,1,816.0,3.0,2448.0
cassandra,CASSANDRA-4116,2,816.0,3.0,4896.0
cassandra,CASSANDRA-4113,3,96.0,3.0,864.0
cassandra,CASSANDRA-4111,16,13.0,3.0,624.0
cassandra,CASSANDRA-4166,2,149.0,3.0,894.0
cassandra,CASSANDRA-4164,146,149.0,3.0,65262.0
cassandra,CASSANDRA-4163,1,816.0,3.0,2448.0
cassandra,CASSANDRA-4154,2,816.0,3.0,4896.0
cassandra,CASSANDRA-4259,1,816.0,3.0,2448.0
cassandra,CASSANDRA-4204,4,96.0,3.0,1152.0
cassandra,CASSANDRA-4203,7,21.0,3.0,441.0
cassandra,CASSANDRA-4141,1,13.0,3.0,39.0
cassandra,CASSANDRA-4289,1,94.0,3.0,282.0
cassandra,CASSANDRA-4276,3,149.0,3.0,1341.0
cassandra,CASSANDRA-4344,10,816.0,3.0,24480.0
cassandra,CASSANDRA-4317,1,205.0,3.0,615.0
cassandra,CASSANDRA-4311,2,910.0,3.0,5460.0
cassandra,CASSANDRA-4370,44,13.0,3.0,1716.0
cassandra,CASSANDRA-4368,6,61.0,3.0,1098.0
cassandra,CASSANDRA-4368,13,149.0,3.0,5811.0
cassandra,CASSANDRA-4195,1,26.0,3.0,78.0
cassandra,CASSANDRA-4160,14,149.0,3.0,6258.0
cassandra,CASSANDRA-4384,2,205.0,3.0,1230.0
cassandra,CASSANDRA-4380,13,149.0,3.0,5811.0
cassandra,CASSANDRA-4331,1,816.0,3.0,2448.0
cassandra,CASSANDRA-4435,5,21.0,3.0,315.0
cassandra,CASSANDRA-4427,23,149.0,3.0,10281.0
cassandra,CASSANDRA-4427,3,816.0,3.0,7344.0
cassandra,CASSANDRA-4427,1,816.0,3.0,2448.0
cassandra,CASSANDRA-4427,27,149.0,3.0,12069.0
cassandra,CASSANDRA-4420,1,61.0,3.0,183.0
cassandra,CASSANDRA-4459,4,149.0,3.0,1788.0
cassandra,CASSANDRA-4411,2,816.0,3.0,4896.0
cassandra,CASSANDRA-4411,4,816.0,3.0,9792.0
cassandra,CASSANDRA-4432,12,61.0,3.0,2196.0
cassandra,CASSANDRA-4432,1,61.0,3.0,183.0
cassandra,CASSANDRA-4477,1,94.0,3.0,282.0
cassandra,CASSANDRA-4470,8,149.0,3.0,3576.0
cassandra,CASSANDRA-4846,9,910.0,3.0,24570.0
cassandra,CASSANDRA-4781,1,21.0,3.0,63.0
cassandra,CASSANDRA-4749,15,149.0,3.0,6705.0
cassandra,CASSANDRA-5185,3,21.0,3.0,189.0
cassandra,CASSANDRA-4546,6,205.0,3.0,3690.0
cassandra,CASSANDRA-4850,1,94.0,3.0,282.0
cassandra,CASSANDRA-5065,1,910.0,3.0,2730.0
cassandra,CASSANDRA-5133,6,205.0,3.0,3690.0
cassandra,CASSANDRA-5133,1,205.0,3.0,615.0
cassandra,CASSANDRA-5153,1,816.0,3.0,2448.0
cassandra,CASSANDRA-4843,2,910.0,3.0,5460.0
cassandra,CASSANDRA-4752,3,816.0,3.0,7344.0
cassandra,CASSANDRA-4622,10,21.0,3.0,630.0
cassandra,CASSANDRA-5195,1,816.0,3.0,2448.0
cassandra,CASSANDRA-5182,1,21.0,3.0,63.0
cassandra,CASSANDRA-5214,10,910.0,3.0,27300.0
cassandra,CASSANDRA-4823,2,205.0,3.0,1230.0
cassandra,CASSANDRA-4863,3,205.0,3.0,1845.0
