project,id,bfs,exp,priority,cost
openjpa,OPENJPA-462,57,92.0,3.0,15732.0
openjpa,OPENJPA-462,6,92.0,3.0,1656.0
openjpa,OPENJPA-462,36,92.0,3.0,9936.0
openjpa,OPENJPA-460,3,26.0,3.0,234.0
openjpa,OPENJPA-458,18,95.0,4.0,6840.0
openjpa,OPENJPA-458,96,92.0,4.0,35328.0
openjpa,OPENJPA-456,10,48.0,3.0,1440.0
openjpa,OPENJPA-455,71,48.0,3.0,10224.0
openjpa,OPENJPA-452,2,3.0,3.0,18.0
openjpa,OPENJPA-447,33,37.0,3.0,3663.0
openjpa,OPENJPA-447,3,37.0,3.0,333.0
openjpa,OPENJPA-446,18,37.0,3.0,1998.0
openjpa,OPENJPA-446,3,12.0,3.0,108.0
openjpa,OPENJPA-442,10,77.0,3.0,2310.0
openjpa,OPENJPA-442,11,77.0,3.0,2541.0
openjpa,OPENJPA-439,49,87.0,3.0,12789.0
openjpa,OPENJPA-437,3,37.0,3.0,333.0
openjpa,OPENJPA-437,4,37.0,3.0,444.0
openjpa,OPENJPA-437,7,37.0,3.0,777.0
openjpa,OPENJPA-437,9,22.0,3.0,594.0
openjpa,OPENJPA-428,9,37.0,2.0,666.0
openjpa,OPENJPA-427,1,7.0,5.0,35.0
openjpa,OPENJPA-423,5,12.0,3.0,180.0
openjpa,OPENJPA-422,1,22.0,3.0,66.0
openjpa,OPENJPA-421,18,22.0,3.0,1188.0
openjpa,OPENJPA-420,15,37.0,3.0,1665.0
openjpa,OPENJPA-419,5,37.0,3.0,555.0
openjpa,OPENJPA-416,14,12.0,2.0,336.0
openjpa,OPENJPA-415,5,0.0,3.0,0.0
openjpa,OPENJPA-413,6,37.0,2.0,444.0
openjpa,OPENJPA-413,5,12.0,2.0,120.0
openjpa,OPENJPA-413,3,12.0,2.0,72.0
openjpa,OPENJPA-413,20,0.0,2.0,0.0
openjpa,OPENJPA-410,4,22.0,2.0,176.0
openjpa,OPENJPA-409,3,22.0,3.0,198.0
openjpa,OPENJPA-405,6,22.0,2.0,264.0
openjpa,OPENJPA-403,2,37.0,5.0,370.0
openjpa,OPENJPA-402,7,0.0,3.0,0.0
openjpa,OPENJPA-401,35,12.0,2.0,840.0
openjpa,OPENJPA-401,2,13.0,2.0,52.0
openjpa,OPENJPA-401,2,12.0,2.0,48.0
openjpa,OPENJPA-399,13,12.0,3.0,468.0
openjpa,OPENJPA-399,4,22.0,3.0,264.0
openjpa,OPENJPA-399,5,12.0,3.0,180.0
openjpa,OPENJPA-397,3,12.0,2.0,72.0
openjpa,OPENJPA-396,26,22.0,3.0,1716.0
openjpa,OPENJPA-395,6,22.0,3.0,396.0
openjpa,OPENJPA-392,8,87.0,3.0,2088.0
openjpa,OPENJPA-389,5,0.0,3.0,0.0
openjpa,OPENJPA-388,7,12.0,2.0,168.0
openjpa,OPENJPA-387,55,22.0,3.0,3630.0
openjpa,OPENJPA-386,3,77.0,3.0,693.0
openjpa,OPENJPA-385,24,22.0,3.0,1584.0
openjpa,OPENJPA-382,6,12.0,3.0,216.0
openjpa,OPENJPA-380,8,12.0,2.0,192.0
openjpa,OPENJPA-379,4,8.0,2.0,64.0
openjpa,OPENJPA-378,17,13.0,3.0,663.0
openjpa,OPENJPA-378,9,0.0,3.0,0.0
openjpa,OPENJPA-375,1,0.0,3.0,0.0
openjpa,OPENJPA-375,1,0.0,3.0,0.0
openjpa,OPENJPA-369,6,37.0,3.0,666.0
openjpa,OPENJPA-369,7,22.0,3.0,462.0
openjpa,OPENJPA-368,11,37.0,3.0,1221.0
openjpa,OPENJPA-367,2,22.0,3.0,132.0
openjpa,OPENJPA-366,4,3.0,3.0,36.0
openjpa,OPENJPA-366,2,0.0,3.0,0.0
openjpa,OPENJPA-365,1,92.0,3.0,276.0
openjpa,OPENJPA-364,93,48.0,3.0,13392.0
openjpa,OPENJPA-363,4,5.0,2.0,40.0
openjpa,OPENJPA-361,2,22.0,1.0,44.0
openjpa,OPENJPA-360,6,0.0,3.0,0.0
openjpa,OPENJPA-360,9,22.0,3.0,594.0
openjpa,OPENJPA-360,56,0.0,3.0,0.0
openjpa,OPENJPA-359,8,15.0,2.0,240.0
openjpa,OPENJPA-358,4,37.0,3.0,444.0
openjpa,OPENJPA-358,16,1.0,3.0,48.0
openjpa,OPENJPA-358,25,1.0,3.0,75.0
openjpa,OPENJPA-357,4,37.0,3.0,444.0
openjpa,OPENJPA-357,16,1.0,3.0,48.0
openjpa,OPENJPA-357,25,1.0,3.0,75.0
openjpa,OPENJPA-356,36,37.0,3.0,3996.0
openjpa,OPENJPA-353,3,12.0,2.0,72.0
openjpa,OPENJPA-349,5,92.0,3.0,1380.0
openjpa,OPENJPA-347,2,22.0,3.0,132.0
openjpa,OPENJPA-346,24,37.0,3.0,2664.0
openjpa,OPENJPA-343,10,22.0,3.0,660.0
openjpa,OPENJPA-340,63,92.0,3.0,17388.0
openjpa,OPENJPA-340,61,92.0,3.0,16836.0
openjpa,OPENJPA-340,15,92.0,3.0,4140.0
openjpa,OPENJPA-340,13,92.0,3.0,3588.0
openjpa,OPENJPA-340,40,92.0,3.0,11040.0
openjpa,OPENJPA-339,6,22.0,3.0,396.0
openjpa,OPENJPA-339,11,12.0,3.0,396.0
openjpa,OPENJPA-335,2,37.0,3.0,222.0
openjpa,OPENJPA-331,30,3.0,3.0,270.0
openjpa,OPENJPA-331,15,37.0,3.0,1665.0
openjpa,OPENJPA-329,93,37.0,3.0,10323.0
openjpa,OPENJPA-326,3,12.0,3.0,108.0
openjpa,OPENJPA-323,2,37.0,2.0,148.0
openjpa,OPENJPA-323,6,22.0,2.0,264.0
openjpa,OPENJPA-321,6,37.0,3.0,666.0
openjpa,OPENJPA-321,2,22.0,3.0,132.0
openjpa,OPENJPA-320,3,22.0,3.0,198.0
openjpa,OPENJPA-315,2,37.0,4.0,296.0
openjpa,OPENJPA-314,2,37.0,3.0,222.0
openjpa,OPENJPA-313,31,15.0,3.0,1395.0
openjpa,OPENJPA-313,30,22.0,3.0,1980.0
openjpa,OPENJPA-313,30,15.0,3.0,1350.0
openjpa,OPENJPA-312,40,22.0,2.0,1760.0
openjpa,OPENJPA-311,27,12.0,3.0,972.0
openjpa,OPENJPA-308,10,37.0,3.0,1110.0
openjpa,OPENJPA-304,12,22.0,3.0,792.0
openjpa,OPENJPA-303,4,12.0,3.0,144.0
openjpa,OPENJPA-295,41,12.0,3.0,1476.0
openjpa,OPENJPA-295,68,12.0,3.0,2448.0
openjpa,OPENJPA-288,2,12.0,2.0,48.0
openjpa,OPENJPA-287,4,12.0,2.0,96.0
openjpa,OPENJPA-285,17,22.0,3.0,1122.0
openjpa,OPENJPA-284,23,12.0,3.0,828.0
openjpa,OPENJPA-282,2,37.0,2.0,148.0
openjpa,OPENJPA-282,8,37.0,2.0,592.0
openjpa,OPENJPA-282,28,37.0,2.0,2072.0
openjpa,OPENJPA-281,3,22.0,3.0,198.0
openjpa,OPENJPA-280,2,37.0,3.0,222.0
openjpa,OPENJPA-280,2,37.0,3.0,222.0
openjpa,OPENJPA-278,5,37.0,3.0,555.0
openjpa,OPENJPA-274,10,37.0,3.0,1110.0
openjpa,OPENJPA-272,15,22.0,3.0,990.0
openjpa,OPENJPA-271,2,15.0,3.0,90.0
openjpa,OPENJPA-271,1,15.0,3.0,45.0
openjpa,OPENJPA-269,5,12.0,3.0,180.0
openjpa,OPENJPA-258,12,37.0,5.0,2220.0
openjpa,OPENJPA-258,8,37.0,5.0,1480.0
openjpa,OPENJPA-256,13,37.0,3.0,1443.0
openjpa,OPENJPA-251,93,37.0,3.0,10323.0
openjpa,OPENJPA-248,2,22.0,3.0,132.0
openjpa,OPENJPA-245,127,37.0,3.0,14097.0
openjpa,OPENJPA-245,32,37.0,3.0,3552.0
openjpa,OPENJPA-244,3,22.0,3.0,198.0
openjpa,OPENJPA-244,2,13.0,3.0,78.0
openjpa,OPENJPA-244,6,12.0,3.0,216.0
openjpa,OPENJPA-241,15,61.0,3.0,2745.0
openjpa,OPENJPA-241,21,61.0,3.0,3843.0
openjpa,OPENJPA-237,6,13.0,3.0,234.0
openjpa,OPENJPA-231,3,87.0,3.0,783.0
openjpa,OPENJPA-230,1,37.0,2.0,74.0
openjpa,OPENJPA-230,96,37.0,2.0,7104.0
openjpa,OPENJPA-229,27,37.0,3.0,2997.0
openjpa,OPENJPA-229,7,37.0,3.0,777.0
openjpa,OPENJPA-228,11,37.0,3.0,1221.0
openjpa,OPENJPA-222,30,15.0,3.0,1350.0
openjpa,OPENJPA-222,26,15.0,3.0,1170.0
openjpa,OPENJPA-222,13,15.0,3.0,585.0
openjpa,OPENJPA-222,18,15.0,3.0,810.0
openjpa,OPENJPA-219,11,37.0,3.0,1221.0
openjpa,OPENJPA-210,61,1.0,3.0,183.0
openjpa,OPENJPA-209,61,92.0,3.0,16836.0
openjpa,OPENJPA-209,2,92.0,3.0,552.0
openjpa,OPENJPA-203,3,5.0,3.0,45.0
openjpa,OPENJPA-203,6,5.0,3.0,90.0
openjpa,OPENJPA-200,16,37.0,3.0,1776.0
openjpa,OPENJPA-200,12,37.0,3.0,1332.0
openjpa,OPENJPA-199,9,37.0,3.0,999.0
openjpa,OPENJPA-173,7,15.0,3.0,315.0
openjpa,OPENJPA-173,34,15.0,3.0,1530.0
openjpa,OPENJPA-165,81,37.0,3.0,8991.0
openjpa,OPENJPA-148,1,13.0,2.0,26.0
openjpa,OPENJPA-148,12,13.0,2.0,312.0
openjpa,OPENJPA-148,7,13.0,2.0,182.0
openjpa,OPENJPA-148,14,13.0,2.0,364.0
openjpa,OPENJPA-143,20,12.0,3.0,720.0
openjpa,OPENJPA-113,7,12.0,2.0,168.0
openjpa,OPENJPA-112,86,92.0,2.0,15824.0
openjpa,OPENJPA-90,4,13.0,3.0,156.0
openjpa,OPENJPA-86,6,37.0,3.0,666.0
openjpa,OPENJPA-76,843,37.0,3.0,93573.0
openjpa,OPENJPA-74,3,13.0,2.0,78.0
openjpa,OPENJPA-70,29,37.0,2.0,2146.0
openjpa,OPENJPA-70,75,37.0,2.0,5550.0
openjpa,OPENJPA-68,2,13.0,4.0,104.0
openjpa,OPENJPA-67,2,22.0,3.0,132.0
openjpa,OPENJPA-61,4,22.0,3.0,264.0
openjpa,OPENJPA-51,16,0.0,3.0,0.0
openjpa,OPENJPA-51,62,0.0,3.0,0.0
openjpa,OPENJPA-51,35,37.0,3.0,3885.0
openjpa,OPENJPA-51,87,12.0,3.0,3132.0
openjpa,OPENJPA-51,35,15.0,3.0,1575.0
openjpa,OPENJPA-51,87,15.0,3.0,3915.0
openjpa,OPENJPA-51,7,15.0,3.0,315.0
openjpa,OPENJPA-51,34,15.0,3.0,1530.0
openjpa,OPENJPA-46,6,37.0,2.0,444.0
openjpa,OPENJPA-44,34,92.0,2.0,6256.0
openjpa,OPENJPA-44,26,92.0,2.0,4784.0
openjpa,OPENJPA-42,5,13.0,3.0,195.0
openjpa,OPENJPA-28,4,92.0,3.0,1104.0
openjpa,OPENJPA-20,2,77.0,2.0,308.0
openjpa,OPENJPA-20,8,92.0,2.0,1472.0
openjpa,OPENJPA-15,38,13.0,3.0,1482.0
openjpa,OPENJPA-14,3,37.0,3.0,333.0
openjpa,OPENJPA-14,8,13.0,3.0,312.0
openjpa,OPENJPA-13,52,22.0,4.0,4576.0
openjpa,OPENJPA-13,6,13.0,4.0,312.0
openjpa,OPENJPA-9,3,15.0,2.0,90.0
openjpa,OPENJPA-9,52,17.0,2.0,1768.0
openjpa,OPENJPA-9,18,17.0,2.0,612.0
openjpa,OPENJPA-9,22,87.0,2.0,3828.0
openjpa,OPENJPA-3,772,37.0,3.0,85692.0
openjpa,OPENJPA-1226,2,15.0,3.0,90.0
pig,PIG-1270,2,316.0,3.0,1896.0
pig,PIG-438,2,316.0,2.0,1264.0
pig,PIG-3741,2,7.0,3.0,42.0
pig,PIG-3677,2,25.0,3.0,150.0
pig,PIG-3670,13,391.0,3.0,15249.0
pig,PIG-3661,71,25.0,3.0,5325.0
pig,PIG-3657,4,72.0,3.0,864.0
pig,PIG-3657,2,72.0,3.0,432.0
pig,PIG-3641,2,1.0,3.0,6.0
pig,PIG-3621,4,72.0,3.0,864.0
pig,PIG-3621,2,72.0,3.0,432.0
pig,PIG-3593,2,391.0,3.0,2346.0
pig,PIG-3592,2,25.0,3.0,150.0
pig,PIG-3576,4,7.0,1.0,28.0
pig,PIG-3570,2,391.0,3.0,2346.0
pig,PIG-3567,2,7.0,3.0,42.0
pig,PIG-3552,2,7.0,3.0,42.0
pig,PIG-3549,4,7.0,3.0,84.0
pig,PIG-3549,6,7.0,3.0,126.0
pig,PIG-3530,8,391.0,3.0,9384.0
pig,PIG-3512,6,7.0,3.0,126.0
pig,PIG-3512,10,391.0,3.0,11730.0
pig,PIG-3510,2,72.0,3.0,432.0
pig,PIG-3509,2,7.0,3.0,42.0
pig,PIG-3504,2,391.0,3.0,2346.0
pig,PIG-3497,10,391.0,2.0,7820.0
pig,PIG-3497,2,7.0,2.0,28.0
pig,PIG-3495,2,391.0,3.0,2346.0
pig,PIG-3494,2,391.0,3.0,2346.0
pig,PIG-3492,2,391.0,3.0,2346.0
pig,PIG-3491,2,391.0,3.0,2346.0
pig,PIG-3487,2,391.0,3.0,2346.0
pig,PIG-3480,8,391.0,3.0,9384.0
pig,PIG-3480,2,7.0,3.0,42.0
pig,PIG-3479,2,42.0,3.0,252.0
pig,PIG-3468,2,391.0,3.0,2346.0
pig,PIG-3466,2,72.0,3.0,432.0
pig,PIG-3461,2,7.0,3.0,42.0
pig,PIG-3458,2,1.0,3.0,6.0
pig,PIG-3455,14,8.0,4.0,448.0
pig,PIG-3435,2,350.0,3.0,2100.0
pig,PIG-3432,2,72.0,3.0,432.0
pig,PIG-3425,2,72.0,3.0,432.0
pig,PIG-3424,8,25.0,3.0,600.0
pig,PIG-3424,2,25.0,3.0,150.0
pig,PIG-3420,2,25.0,3.0,150.0
pig,PIG-3414,2,72.0,3.0,432.0
pig,PIG-3414,2,72.0,3.0,432.0
pig,PIG-3412,2,72.0,3.0,432.0
pig,PIG-3410,48,7.0,3.0,1008.0
pig,PIG-3410,2,7.0,3.0,42.0
pig,PIG-3405,2,72.0,2.0,288.0
pig,PIG-3395,2,72.0,3.0,432.0
pig,PIG-3393,2,72.0,3.0,432.0
pig,PIG-3389,2,72.0,2.0,288.0
pig,PIG-3385,2,350.0,2.0,1400.0
pig,PIG-3384,2,72.0,1.0,144.0
pig,PIG-3380,2,8.0,2.0,32.0
pig,PIG-3379,2,391.0,3.0,2346.0
pig,PIG-3375,2,72.0,3.0,432.0
pig,PIG-3374,2,72.0,3.0,432.0
pig,PIG-3369,2,72.0,3.0,432.0
pig,PIG-3364,2,72.0,3.0,432.0
pig,PIG-3361,2,391.0,3.0,2346.0
pig,PIG-3360,2,391.0,3.0,2346.0
pig,PIG-3355,2,7.0,3.0,42.0
pig,PIG-3354,2,391.0,2.0,1564.0
pig,PIG-3349,2,72.0,2.0,288.0
pig,PIG-3347,2,391.0,4.0,3128.0
pig,PIG-3345,2,8.0,3.0,48.0
pig,PIG-3335,2,22.0,3.0,132.0
pig,PIG-3331,2,25.0,3.0,150.0
pig,PIG-3329,16,33.0,4.0,2112.0
pig,PIG-3328,2,350.0,3.0,2100.0
pig,PIG-3327,2,25.0,3.0,150.0
pig,PIG-3325,6,7.0,4.0,168.0
pig,PIG-3325,2,7.0,4.0,56.0
pig,PIG-3322,2,25.0,3.0,150.0
pig,PIG-3318,2,25.0,3.0,150.0
pig,PIG-3316,5,22.0,3.0,330.0
pig,PIG-3313,2,391.0,3.0,2346.0
pig,PIG-3310,89,391.0,3.0,104397.0
pig,PIG-3305,2,391.0,4.0,3128.0
pig,PIG-3304,2,391.0,3.0,2346.0
pig,PIG-3303,2,20.0,3.0,120.0
pig,PIG-3297,2,72.0,3.0,432.0
pig,PIG-3292,2,391.0,3.0,2346.0
pig,PIG-3290,4,391.0,3.0,4692.0
pig,PIG-3286,2,72.0,3.0,432.0
pig,PIG-3271,92,391.0,4.0,143888.0
pig,PIG-3270,2,391.0,3.0,2346.0
pig,PIG-3267,4,350.0,3.0,4200.0
pig,PIG-3264,2,16.0,3.0,96.0
pig,PIG-3262,2,33.0,3.0,198.0
pig,PIG-3261,3,391.0,3.0,3519.0
pig,PIG-3256,2,350.0,4.0,2800.0
pig,PIG-3253,2,72.0,2.0,288.0
pig,PIG-3252,2,33.0,3.0,198.0
pig,PIG-3250,2,72.0,3.0,432.0
pig,PIG-3249,2,391.0,3.0,2346.0
pig,PIG-3243,2,72.0,1.0,144.0
pig,PIG-3241,2,38.0,5.0,380.0
pig,PIG-3239,2,72.0,2.0,288.0
pig,PIG-3223,16,8.0,3.0,384.0
pig,PIG-3212,6,38.0,4.0,912.0
pig,PIG-3210,2,72.0,2.0,288.0
pig,PIG-3208,2,391.0,3.0,2346.0
pig,PIG-3206,17,8.0,3.0,408.0
pig,PIG-3202,2,16.0,3.0,96.0
pig,PIG-3200,2,72.0,3.0,432.0
pig,PIG-3198,17,72.0,3.0,3672.0
pig,PIG-3198,2,44.0,3.0,264.0
pig,PIG-3194,2,38.0,3.0,228.0
pig,PIG-3193,2,72.0,3.0,432.0
pig,PIG-3192,2,44.0,3.0,264.0
pig,PIG-3191,2,44.0,4.0,352.0
pig,PIG-3189,149,20.0,3.0,8940.0
pig,PIG-3186,2,61.0,3.0,366.0
pig,PIG-3173,2,25.0,3.0,150.0
pig,PIG-3172,2,25.0,3.0,150.0
pig,PIG-3168,12,72.0,3.0,2592.0
pig,PIG-3168,2,72.0,3.0,432.0
pig,PIG-3167,2,44.0,1.0,88.0
pig,PIG-3161,2,72.0,3.0,432.0
pig,PIG-3158,2,72.0,3.0,432.0
pig,PIG-3156,2,72.0,3.0,432.0
pig,PIG-3155,2,72.0,3.0,432.0
pig,PIG-3154,2,72.0,3.0,432.0
pig,PIG-3153,2,72.0,3.0,432.0
pig,PIG-3150,2,72.0,3.0,432.0
pig,PIG-3149,2,72.0,3.0,432.0
pig,PIG-3147,2,38.0,5.0,380.0
pig,PIG-3145,2,72.0,3.0,432.0
pig,PIG-3145,4,72.0,3.0,864.0
pig,PIG-3144,2,33.0,3.0,198.0
pig,PIG-3140,2,16.0,3.0,96.0
pig,PIG-3139,2,16.0,3.0,96.0
pig,PIG-3137,2,72.0,3.0,432.0
pig,PIG-3135,39,72.0,3.0,8424.0
pig,PIG-3135,2,72.0,3.0,432.0
pig,PIG-3135,4,72.0,3.0,864.0
pig,PIG-3132,17,350.0,3.0,17850.0
pig,PIG-3132,37,350.0,3.0,38850.0
pig,PIG-3125,2,33.0,3.0,198.0
pig,PIG-3122,2,72.0,3.0,432.0
pig,PIG-3120,2,72.0,4.0,576.0
pig,PIG-3115,2,391.0,3.0,2346.0
pig,PIG-3114,2,391.0,3.0,2346.0
pig,PIG-3112,2,72.0,3.0,432.0
pig,PIG-3110,2,391.0,3.0,2346.0
pig,PIG-3108,2,20.0,3.0,120.0
pig,PIG-3107,7,316.0,3.0,6636.0
pig,PIG-3107,2,316.0,3.0,1896.0
pig,PIG-3106,2,316.0,3.0,1896.0
pig,PIG-3101,2,72.0,3.0,432.0
pig,PIG-3100,2,391.0,3.0,2346.0
pig,PIG-3100,2,44.0,3.0,264.0
pig,PIG-3098,2,44.0,3.0,264.0
pig,PIG-3097,4,391.0,3.0,4692.0
pig,PIG-3096,2,72.0,3.0,432.0
pig,PIG-3095,2,72.0,3.0,432.0
pig,PIG-3085,2,72.0,3.0,432.0
pig,PIG-3084,2,20.0,3.0,120.0
pig,PIG-3082,2,44.0,3.0,264.0
pig,PIG-3081,2,25.0,3.0,150.0
pig,PIG-3078,2,44.0,3.0,264.0
pig,PIG-3073,2,44.0,3.0,264.0
pig,PIG-3072,2,25.0,2.0,100.0
pig,PIG-3071,2,72.0,3.0,432.0
pig,PIG-3066,2,72.0,3.0,432.0
pig,PIG-3060,2,391.0,3.0,2346.0
pig,PIG-3060,2,391.0,3.0,2346.0
pig,PIG-3058,2,33.0,3.0,198.0
pig,PIG-3051,2,8.0,3.0,48.0
pig,PIG-3050,2,72.0,3.0,432.0
pig,PIG-3046,2,72.0,3.0,432.0
pig,PIG-3045,6,33.0,3.0,594.0
pig,PIG-3039,2,8.0,3.0,48.0
pig,PIG-3035,2,0.0,3.0,0.0
pig,PIG-3033,2,33.0,3.0,198.0
pig,PIG-3031,2,72.0,3.0,432.0
pig,PIG-3020,4,43.0,3.0,516.0
pig,PIG-3020,2,43.0,3.0,258.0
pig,PIG-3018,2,19.0,3.0,114.0
pig,PIG-3017,2,44.0,3.0,264.0
pig,PIG-3014,4,72.0,3.0,864.0
pig,PIG-3014,68,72.0,3.0,14688.0
pig,PIG-3014,2,72.0,3.0,432.0
pig,PIG-3013,2,25.0,3.0,150.0
pig,PIG-3002,2,20.0,3.0,120.0
pig,PIG-2989,2,61.0,2.0,244.0
pig,PIG-2980,2,96.0,3.0,576.0
pig,PIG-2972,4,43.0,3.0,516.0
pig,PIG-2971,2,43.0,3.0,258.0
pig,PIG-2970,2,391.0,2.0,1564.0
pig,PIG-2968,2,33.0,2.0,132.0
pig,PIG-2963,2,43.0,4.0,344.0
pig,PIG-2961,2,43.0,4.0,344.0
pig,PIG-2950,2,350.0,1.0,700.0
pig,PIG-2944,2,316.0,3.0,1896.0
pig,PIG-2941,2,5.0,3.0,30.0
pig,PIG-2940,2,316.0,3.0,1896.0
pig,PIG-2938,2,38.0,4.0,304.0
pig,PIG-2937,2,43.0,3.0,258.0
pig,PIG-2936,115,43.0,5.0,24725.0
pig,PIG-2936,2,43.0,5.0,430.0
pig,PIG-2935,2,38.0,4.0,304.0
pig,PIG-2933,2,25.0,2.0,100.0
pig,PIG-2932,2,60.0,4.0,480.0
pig,PIG-2931,2,43.0,3.0,258.0
pig,PIG-2930,2,350.0,5.0,3500.0
pig,PIG-2929,2,16.0,3.0,96.0
pig,PIG-2924,2,72.0,3.0,432.0
pig,PIG-2920,2,5.0,2.0,20.0
pig,PIG-2918,2,38.0,3.0,228.0
pig,PIG-2917,2,38.0,3.0,228.0
pig,PIG-2912,2,316.0,3.0,1896.0
pig,PIG-2896,2,19.0,3.0,114.0
pig,PIG-2890,2,25.0,3.0,150.0
pig,PIG-2887,2,60.0,2.0,240.0
pig,PIG-2886,2,38.0,2.0,152.0
pig,PIG-2885,2,22.0,2.0,88.0
pig,PIG-2878,3,61.0,3.0,549.0
pig,PIG-2876,2,43.0,3.0,258.0
pig,PIG-2873,2,391.0,2.0,1564.0
pig,PIG-2871,2,16.0,3.0,96.0
pig,PIG-2866,2,16.0,2.0,64.0
pig,PIG-2861,2,43.0,3.0,258.0
pig,PIG-2860,2,43.0,3.0,258.0
pig,PIG-2860,2,43.0,3.0,258.0
pig,PIG-2859,2,316.0,2.0,1264.0
pig,PIG-2856,2,22.0,3.0,132.0
pig,PIG-2854,2,22.0,3.0,132.0
pig,PIG-2848,2,19.0,3.0,114.0
pig,PIG-2844,4,19.0,3.0,228.0
pig,PIG-2842,2,19.0,3.0,114.0
pig,PIG-2840,2,43.0,3.0,258.0
pig,PIG-2839,2,19.0,3.0,114.0
pig,PIG-2837,2,22.0,3.0,132.0
pig,PIG-2832,2,8.0,3.0,48.0
pig,PIG-2828,2,7.0,3.0,42.0
pig,PIG-2827,16,43.0,3.0,2064.0
pig,PIG-2825,2,43.0,4.0,344.0
pig,PIG-2821,2,316.0,3.0,1896.0
pig,PIG-2820,2,19.0,3.0,114.0
pig,PIG-2815,8,43.0,3.0,1032.0
pig,PIG-2815,2,43.0,3.0,258.0
pig,PIG-2814,2,38.0,2.0,152.0
pig,PIG-2809,2,350.0,3.0,2100.0
pig,PIG-2807,2,350.0,3.0,2100.0
pig,PIG-2806,2,43.0,3.0,258.0
pig,PIG-2790,2,350.0,3.0,2100.0
pig,PIG-2788,2,44.0,3.0,264.0
pig,PIG-2787,2,19.0,3.0,114.0
pig,PIG-2785,2,22.0,3.0,132.0
pig,PIG-2783,2,316.0,2.0,1264.0
pig,PIG-2782,2,350.0,3.0,2100.0
pig,PIG-2781,2,38.0,2.0,152.0
pig,PIG-2780,2,350.0,3.0,2100.0
pig,PIG-2779,2,16.0,3.0,96.0
pig,PIG-2778,57,44.0,3.0,7524.0
pig,PIG-2778,4,44.0,3.0,528.0
pig,PIG-2777,2,38.0,3.0,228.0
pig,PIG-2775,2,316.0,3.0,1896.0
pig,PIG-2769,2,60.0,3.0,360.0
pig,PIG-2767,2,391.0,3.0,2346.0
pig,PIG-2766,2,316.0,3.0,1896.0
pig,PIG-2761,2,316.0,3.0,1896.0
pig,PIG-2759,2,316.0,2.0,1264.0
pig,PIG-2748,2,19.0,3.0,114.0
pig,PIG-2745,11,316.0,3.0,10428.0
pig,PIG-2745,2,316.0,3.0,1896.0
pig,PIG-2744,2,350.0,3.0,2100.0
pig,PIG-2741,3,316.0,3.0,2844.0
pig,PIG-2739,2,316.0,3.0,1896.0
pig,PIG-2730,2,316.0,3.0,1896.0
pig,PIG-2729,2,316.0,3.0,1896.0
pig,PIG-2727,2,25.0,3.0,150.0
pig,PIG-2721,2,316.0,3.0,1896.0
pig,PIG-2717,2,316.0,4.0,2528.0
pig,PIG-2714,2,350.0,2.0,1400.0
pig,PIG-2712,2,53.0,3.0,318.0
pig,PIG-2699,2,19.0,3.0,114.0
pig,PIG-2699,2,350.0,3.0,2100.0
pig,PIG-2699,2,350.0,3.0,2100.0
pig,PIG-2699,2,19.0,3.0,114.0
pig,PIG-2693,2,19.0,3.0,114.0
pig,PIG-2691,26,5.0,3.0,390.0
pig,PIG-2680,2,5.0,3.0,30.0
pig,PIG-2671,2,316.0,3.0,1896.0
pig,PIG-2670,1,316.0,2.0,632.0
pig,PIG-2669,2,316.0,4.0,2528.0
pig,PIG-2666,4,316.0,3.0,3792.0
pig,PIG-2665,2,350.0,3.0,2100.0
pig,PIG-2662,2,96.0,3.0,576.0
pig,PIG-2652,2,38.0,3.0,228.0
pig,PIG-2652,2,350.0,3.0,2100.0
pig,PIG-2652,2,38.0,3.0,228.0
pig,PIG-2649,2,19.0,3.0,114.0
pig,PIG-2645,2,60.0,3.0,360.0
pig,PIG-2644,2,350.0,2.0,1400.0
pig,PIG-2642,2,316.0,3.0,1896.0
pig,PIG-2640,2,350.0,2.0,1400.0
pig,PIG-2639,2,43.0,2.0,172.0
pig,PIG-2637,2,350.0,2.0,1400.0
pig,PIG-2629,2,25.0,3.0,150.0
pig,PIG-2627,2,350.0,3.0,2100.0
pig,PIG-2621,2,316.0,3.0,1896.0
pig,PIG-2618,134,5.0,5.0,3350.0
pig,PIG-2616,4,16.0,3.0,192.0
pig,PIG-2609,2,316.0,3.0,1896.0
pig,PIG-2608,2,350.0,3.0,2100.0
pig,PIG-2606,2,391.0,3.0,2346.0
pig,PIG-2596,2,350.0,3.0,2100.0
pig,PIG-2593,2,350.0,3.0,2100.0
pig,PIG-2590,2,316.0,3.0,1896.0
pig,PIG-2590,2,316.0,3.0,1896.0
pig,PIG-2590,8,316.0,3.0,7584.0
pig,PIG-2590,2,92.0,3.0,552.0
pig,PIG-2588,2,316.0,3.0,1896.0
pig,PIG-2585,2,316.0,3.0,1896.0
pig,PIG-2582,2,20.0,2.0,80.0
pig,PIG-2581,2,350.0,2.0,1400.0
pig,PIG-2578,2,25.0,3.0,150.0
pig,PIG-2578,4,316.0,3.0,3792.0
pig,PIG-2578,2,316.0,3.0,1896.0
pig,PIG-2576,2,316.0,3.0,1896.0
pig,PIG-2573,2,350.0,3.0,2100.0
pig,PIG-2573,2,19.0,3.0,114.0
pig,PIG-2572,2,316.0,3.0,1896.0
pig,PIG-2570,2,316.0,3.0,1896.0
